chr	start	end	nSNPs	pos	lc_nhaps	lc_uhaps	lc_h12	lc_h2h1	lc_m	lc_A	lc_L
A1	22208722	22441435	101	22325079	12	12	0.0972222	0.916667	0	0	0
A1	22356735	22525880	101	22441308	10	8	0.22	0.714286	7	2878.36	1.78825
A1	22441435	22661556	101	22551496	6	6	0.222222	0.833333	6	2503.42	1.57558
A1	22525880	22749363	101	22637622	18	18	0.0617284	0.944444	0	0	0
A1	22661556	22916753	101	22789155	36	35	0.0324074	0.894737	0	0	0
A1	22749363	23105266	101	22927315	8	8	0.15625	0.875	7	3805.12	0.875834
A1	22916753	23199995	101	23058374.5	4	4	0.375	0.75	4	3805.12	2.49187
A1	23105266	23302477	101	23203872	18	17	0.0740741	0.8	0	0	0
A1	23199995	23325470	101	23262733	20	17	0.085	0.846154	0	0	0
A1	23302477	23376997	101	23339737.5	20	19	0.065	0.818182	0	0	0
A1	23325470	23469618	101	23397544.5	22	22	0.0495868	0.954545	0	0	0
A1	23376997	23541768	101	23459383	18	18	0.0617284	0.944444	0	0	0
A1	23469618	23652433	101	23561026	24	20	0.0798611	0.735294	3	2878.36	0.16291
A1	23541768	23787405	101	23664587	30	28	0.0466667	0.882353	0	0	0
A1	23652433	23948385	101	23800409.5	6	6	0.222222	0.833333	6	3309.46	1.57558
A1	23787405	24056889	101	23922147.5	10	10	0.12	0.9	0	0	0
A1	23948385	24152789	101	24050587.5	10	10	0.12	0.9	0	0	0
A1	24056889	24310284	101	24183587	4	4	0.375	0.75	4	2177.32	2.49187
A1	24152789	24367191	101	24259990.5	12	12	0.0972222	0.916667	0	0	0
A1	24310284	24466793	101	24388539	16	16	0.0703125	0.9375	0	0	0
A1	24367191	24551170	101	24459181	12	12	0.0972222	0.916667	0	0	0
A1	24466793	24603623	101	24535208.5	22	22	0.0495868	0.954545	0	0	0
A1	24551170	24679725	101	24615448	24	24	0.0451389	0.958333	0	0	0
A1	24603623	24730142	101	24666883	8	8	0.15625	0.875	7	1432.47	0.875834
A1	24679725	24807642	101	24743684	12	12	0.0972222	0.916667	0	0	0
A1	24730142	24884685	101	24807414	2	2	1	0.5	2	1647.02	3.06236
A1	24807642	24959427	101	24883535	6	6	0.222222	0.833333	6	5783.68	1.57558
A1	24884685	25064740	101	24974713	12	12	0.0972222	0.916667	0	0	0
A1	24959427	25144188	101	25051808	10	10	0.12	0.9	0	0	0
A1	25064740	25170999	101	25117870	28	28	0.0382653	0.964286	0	0	0
A1	25144188	25223244	101	25183716.5	14	14	0.0816327	0.928571	0	0	0
A1	25170999	25278935	101	25224967.5	16	16	0.0703125	0.9375	0	0	0
A1	25223244	25304079	101	25263662	34	33	0.0346021	0.888889	0	0	0
A1	25278935	25369559	101	25324247.5	26	26	0.0414201	0.961538	0	0	0
A1	25304079	25422832	101	25363456	26	26	0.0414201	0.961538	0	0	0
A1	25369559	25516038	101	25442799	12	12	0.0972222	0.916667	0	0	0
A1	25422832	25588452	101	25505642.5	10	10	0.12	0.9	0	0	0
A1	25516038	25639151	101	25577595	10	10	0.12	0.9	0	0	0
A1	25588452	25668760	101	25628606.5	6	6	0.222222	0.833333	6	1245.87	1.57558
A1	25639151	25714878	101	25677015	16	16	0.0703125	0.9375	0	0	0
A1	25668760	25804297	101	25736529	10	10	0.12	0.9	0	0	0
A1	25714878	25873876	101	25794377.5	14	14	0.0816327	0.928571	0	0	0
A1	25804297	25964564	101	25884431	14	14	0.0816327	0.928571	0	0	0
A1	25873876	26014883	101	25944380	16	15	0.0859375	0.777778	0	0	0
A1	25964564	26049780	101	26007172.5	28	26	0.0510204	0.735294	3	53950.3	0.558135
A1	26014883	26082620	101	26048752	38	30	0.0775623	0.416667	1	1245.87	7.02524
A1	26049780	26133165	101	26091473	10	10	0.12	0.9	0	0	0
A1	26082620	26222547	101	26152584	10	10	0.12	0.9	0	0	0
A1	26133165	26318809	101	26225987.5	34	34	0.0311419	0.970588	0	0	0
A1	26222547	26402328	101	26312438	30	30	0.0355556	0.966667	0	0	0
A1	26318809	26476043	101	26397426.5	16	16	0.0703125	0.9375	0	0	0
A1	26402328	26548784	101	26475556.5	10	10	0.12	0.9	0	0	0
A1	26476043	26614703	101	26545373.5	16	16	0.0703125	0.9375	0	0	0
A1	26548784	26675092	101	26611938.5	34	34	0.0311419	0.970588	0	0	0
A1	26614703	26772215	101	26693459.5	30	30	0.0355556	0.966667	0	0	0
A1	26675092	26841583	101	26758338	20	20	0.055	0.95	0	0	0
A1	26772215	26864189	101	26818202.5	22	21	0.0578512	0.833333	0	0	0
A1	26841583	26909082	101	26875333	34	26	0.0622837	0.714286	6	819.669	0.418868
A1	26864189	26944679	101	26904434.5	28	24	0.0637755	0.763158	3	819.669	0.190062
A1	26909082	27039968	101	26974525.5	12	12	0.0972222	0.916667	0	0	0
A1	26944679	27125957	101	27035318.5	4	4	0.375	0.75	4	1647.02	2.49187
A1	27039968	27168611	101	27104290	6	6	0.222222	0.833333	6	1893.69	1.57558
A1	27125957	27215212	101	27170585	34	32	0.0397924	0.894737	0	0	0
A1	27168611	27249044	101	27208828	20	20	0.055	0.95	0	0	0
A1	27215212	27295697	101	27255455	20	20	0.055	0.95	0	0	0
A1	27249044	27355986	101	27302515.5	28	28	0.0382653	0.964286	0	0	0
A1	27295697	27375650	101	27335674	28	27	0.0433673	0.866667	0	0	0
A1	27355986	27449384	101	27402685.5	26	25	0.0473373	0.857143	0	0	0
A1	27375650	27484172	101	27429911.5	18	18	0.0617284	0.944444	0	0	0
A1	27449384	27529825	101	27489605	10	10	0.12	0.9	0	0	0
A1	27484172	27549175	101	27516674	22	21	0.0578512	0.833333	0	0	0
A1	27529825	27615908	101	27572867	10	10	0.12	0.9	0	0	0
A1	27549175	27693009	101	27621092.5	8	8	0.15625	0.875	7	1245.87	0.875834
A1	27615908	27847631	101	27731770	20	20	0.055	0.95	0	0	0
A1	27693009	27895905	101	27794457.5	26	26	0.0414201	0.961538	0	0	0
A1	27847631	27912226	101	27879929	24	23	0.0520833	0.846154	0	0	0
A1	27895905	27975564	101	27935735	28	27	0.0433673	0.866667	0	0	0
A1	27912226	28007955	101	27960091	24	22	0.0625	0.857143	0	0	0
A1	27975564	28040818	101	28008191.5	24	18	0.118056	0.479167	3	942.433	2.33296
A1	28007955	28069156	101	28038556	24	17	0.104167	0.785714	5	30870.7	0.653166
A1	28040818	28095324	101	28068071.5	20	15	0.13	0.555556	3	819.669	1.0955
A1	28069156	28122295	101	28095726	22	19	0.0743802	0.857143	0	0	0
A1	28095324	28164955	101	28130140	12	12	0.0972222	0.916667	0	0	0
A1	28122295	28189879	101	28156087.5	12	10	0.166667	0.75	0	0	0
A1	28164955	28204066	101	28184511	22	19	0.0743802	0.857143	0	0	0
A1	28189879	28240176	101	28215028	18	17	0.0740741	0.8	0	0	0
A1	28204066	28299294	101	28251680.5	8	8	0.15625	0.875	7	942.433	0.875834
A1	28240176	28424651	101	28332414	4	4	0.375	0.75	4	1893.69	2.49187
A1	28299294	28496490	101	28397892.5	8	8	0.15625	0.875	7	1.76799e+08	4.03734
A1	28424651	28582400	101	28503526	6	6	0.222222	0.833333	6	1.76799e+08	4.7797
A1	28496490	28633768	101	28565129.5	4	4	0.375	0.75	6	1.76799e+08	4.78016
A1	28582400	28749347	101	28665874	4	4	0.375	0.75	4	46922.6	2.86302
A1	28633768	28842607	101	28738188	4	4	0.375	0.75	4	7645.89	2.4919
A1	28749347	28900453	101	28824900.5	10	10	0.12	0.9	0	0	0
A1	28842607	28952391	101	28897499.5	30	30	0.0355556	0.966667	0	0	0
A1	28900453	28981285	101	28940869.5	22	17	0.0826446	0.875	0	0	0
A1	28952391	29022175	101	28987283.5	22	17	0.11157	0.578947	3	1432.47	1.20505
A1	28981285	29095042	101	29038164	30	28	0.0466667	0.882353	0	0	0
A1	29022175	29163075	101	29092625.5	14	14	0.0816327	0.928571	0	0	0
A1	29095042	29273641	101	29184342	2	2	1	0.5	2	2177.32	3.06236
A1	29163075	29465840	101	29314458	10	10	0.12	0.9	0	0	0
A1	29273641	29550978	101	29412310	20	20	0.055	0.95	0	0	0
A1	29652091	29859207	101	29755649.5	4	4	0.375	0.75	4	2878.36	2.49187
A1	29780209	29938461	101	29859335.5	20	19	0.065	0.818182	0	0	0
A1	29859207	30007938	101	29933573	20	20	0.055	0.95	0	0	0
A1	29938461	30093863	101	30016162.5	32	32	0.0332031	0.96875	0	0	0
A1	30007938	30111496	101	30059717.5	26	24	0.056213	0.866667	0	0	0
A1	30093863	30185621	101	30139742.5	30	29	0.04	0.875	0	0	0
A1	30111496	30271205	101	30191351	20	20	0.055	0.95	0	0	0
A1	30185621	30314275	101	30249948.5	16	16	0.0703125	0.9375	0	0	0
A1	30271205	30378107	101	30324656.5	12	11	0.125	0.714286	0	0	0
A1	30314275	30466587	101	30390431.5	16	15	0.0859375	0.777778	0	0	0
A1	30378107	30592350	101	30485229	28	27	0.0433673	0.866667	0	0	0
A1	30466587	30650859	101	30558723.5	28	27	0.0433673	0.866667	0	0	0
A1	30592350	30722117	101	30657234	12	12	0.0972222	0.916667	0	0	0
A1	30650859	30772521	101	30711690.5	8	8	0.15625	0.875	7	1432.47	0.875834
A1	30722117	30819144	101	30770631	12	12	0.0972222	0.916667	0	0	0
A1	30772521	30875803	101	30824162.5	36	36	0.029321	0.972222	0	0	0
A1	30819144	30986346	101	30902745.5	16	15	0.0859375	0.777778	0	0	0
A1	30875803	31152764	101	31014284	14	13	0.102041	0.75	0	0	0
A1	30986346	31314685	101	31150516	6	6	0.222222	0.833333	6	3309.46	1.57558
A1	31152764	31386747	101	31269756	14	13	0.102041	0.75	6	1.76799e+08	0.297339
A1	31314685	31532353	101	31423519.5	6	6	0.222222	0.833333	6	4375.03	1.57558
A1	31703642	31955211	101	31829427	2	2	1	0.5	2	2878.36	3.06236
A1	31836829	32049857	101	31943343.5	12	12	0.0972222	0.916667	4	1.76799e+08	0.0655913
A1	31955211	32145235	101	32050223.5	4	4	0.375	0.75	4	2878.36	2.49187
A1	32145235	32367070	101	32256153	2	2	1	0.5	4	1.76799e+08	9.44539
A1	32247030	32398007	101	32322519	4	4	0.375	0.75	4	1.76799e+08	9.44559
A1	32398007	32598374	101	32498191	4	4	0.375	0.75	4	1.76799e+08	7.47166
A1	32482096	32724566	101	32603331.5	4	4	0.375	0.75	4	1.76799e+08	7.47254
A1	32598374	32834927	101	32716651	4	4	0.375	0.75	4	2878.36	2.49187
A1	32724566	32923463	101	32824015	12	12	0.0972222	0.916667	4	1.76799e+08	0.0655819
A1	32834927	33044564	101	32939746	2	2	1	0.5	2	5783.68	3.06236
A1	32923463	33163835	101	33043649.5	2	2	1	0.5	2	2878.36	3.06236
A1	33044564	33263129	101	33153847	12	12	0.0972222	0.916667	0	0	0
A1	33163835	33381188	101	33272512	12	11	0.125	0.714286	0	0	0
A1	33263129	33507207	101	33385168.5	12	12	0.0972222	0.916667	0	0	0
A1	33381188	33556068	101	33468628.5	24	22	0.0625	0.857143	0	0	0
A1	33507207	33716373	101	33611790.5	2	2	1	0.5	2	20310	3.07434
A1	33556068	33842458	101	33699263.5	2	2	1	0.5	2	13362.1	3.06418
A1	33716373	33949914	101	33833144	30	30	0.0355556	0.966667	0	0	0
A1	33842458	34039920	101	33941189.5	28	28	0.0382653	0.964286	0	0	0
A1	33949914	34159532	101	34054723.5	14	13	0.102041	0.75	0	0	0
A1	34039920	34227094	101	34133507.5	4	4	0.375	0.75	4	2177.32	2.49187
A1	34159532	34270293	101	34214913	6	6	0.222222	0.833333	6	1245.87	1.57558
A1	34227094	34295596	101	34261345.5	22	21	0.0578512	0.833333	0	0	0
A1	34270293	34375077	101	34322685.5	26	25	0.0473373	0.857143	0	0	0
A1	34295596	34443209	101	34369403	24	23	0.0520833	0.846154	0	0	0
A1	34375077	34538201	101	34456639.5	12	11	0.125	0.714286	0	0	0
A1	34443209	34643757	101	34543483.5	8	8	0.15625	0.875	7	2177.32	0.875834
A1	34538201	34724630	101	34631416	10	10	0.12	0.9	0	0	0
A1	34643757	34798506	101	34721132	10	10	0.12	0.9	0	0	0
A1	34724630	34825076	101	34774853.5	18	18	0.0617284	0.944444	0	0	0
A1	34798506	34852345	101	34825426	34	19	0.17128	0.457627	2	1245.87	4.60257
A1	34825076	34974288	101	34899682.5	18	18	0.0617284	0.944444	0	0	0
A1	34852345	35142240	101	34997293	18	18	0.0617284	0.944444	0	0	0
A1	34974288	35237160	101	35105724.5	34	33	0.0346021	0.888889	0	0	0
A1	35142240	35327759	101	35235000	20	20	0.055	0.95	0	0	0
A1	35237160	35408712	101	35322936.5	2	2	1	0.5	2	2177.32	3.06236
A1	35327759	35491555	101	35409657.5	2	2	1	0.5	2	2177.32	3.06236
A1	35408712	35586831	101	35497772	28	26	0.0510204	0.875	0	0	0
A1	35491555	35660639	101	35576097.5	18	18	0.0617284	0.944444	0	0	0
A1	35586831	35790168	101	35688500	8	8	0.15625	0.875	7	15363.4	0.886203
A1	35660639	35832498	101	35746569	2	2	1	0.5	2	1432.47	3.06236
A1	35790168	35889464	101	35839816.5	6	6	0.222222	0.833333	4	1.76799e+08	4.07507
A1	35832498	35923807	101	35878153	18	11	0.234568	0.307692	4	1.76799e+08	5.33364
A1	35889464	35958231	101	35923848	38	28	0.0914127	0.455556	4	1.76799e+08	6.57659
A1	35923807	36039225	101	35981516.5	18	17	0.0740741	0.8	4	1.76799e+08	6.99926
A1	35958231	36122847	101	36040539.5	4	4	0.375	0.75	4	1.76799e+08	5.22049
A1	36039225	36251363	101	36145294.5	4	4	0.375	0.75	4	5783.68	2.49187
A1	36122847	36403960	101	36263404	16	16	0.0703125	0.9375	0	0	0
A1	36251363	36507367	101	36379365.5	8	8	0.15625	0.875	7	3309.46	0.875834
A1	36403960	36600536	101	36502248.5	8	8	0.15625	0.875	7	3309.46	0.875834
A1	36507367	36755148	101	36631258	28	27	0.0433673	0.866667	0	0	0
A1	36600536	36891017	101	36745777	26	26	0.0414201	0.961538	0	0	0
A1	36755148	37023097	101	36889123	6	6	0.222222	0.833333	6	11621.5	1.5756
A1	36891017	37105239	101	36998128.5	6	6	0.222222	0.833333	5	1.76799e+08	3.50437
A1	37023097	37219921	101	37121509.5	34	25	0.083045	0.5	5	2878.36	2.43037
A1	37105239	37337511	101	37221375.5	14	13	0.102041	0.75	6	1.76799e+08	2.49172
A1	37219921	37403034	101	37311478	6	6	0.222222	0.833333	6	1.76799e+08	1.78569
A1	37337511	37522453	101	37429982.5	6	6	0.222222	0.833333	5	1.76799e+08	6.02489
A1	37403034	37649274	101	37526154.5	2	2	1	0.5	5	1.76799e+08	6.02511
A1	37522453	37788041	101	37655247.5	2	2	1	0.5	4	1.76799e+08	4.65384
A1	37649274	37973169	101	37811222	6	6	0.222222	0.833333	6	1.76799e+08	2.96095
A1	37788041	38113593	101	37950817.5	8	8	0.15625	0.875	6	1.76799e+08	3.30767
A1	37973169	38218634	101	38095902	6	6	0.222222	0.833333	6	3309.46	1.57558
A1	38113593	38337102	101	38225348	10	10	0.12	0.9	9	1.76799e+08	0.00996626
A1	38218634	38410196	101	38314415.5	16	14	0.109375	0.590909	9	1.76799e+08	0.0100002
A1	38337102	38523197	101	38430150	10	9	0.16	0.666667	9	2878.36	1.11207
A1	38410196	38657802	101	38533999.5	16	15	0.0859375	0.777778	0	0	0
A1	38523197	38765154	101	38644176	28	27	0.0433673	0.866667	0	0	0
A1	38657802	38847086	101	38752444.5	34	31	0.0415225	0.9	0	0	0
A1	38765154	38903723	101	38834439	16	15	0.0859375	0.777778	0	0	0
A1	38847086	38929435	101	38888261	4	4	0.375	0.75	4	1432.47	2.49187
A1	38903723	39039373	101	38971548.5	6	5	0.333333	0.5	5	26849.4	3.25411
A1	38929435	39138129	101	39033782.5	6	6	0.222222	0.833333	6	1.76799e+08	4.28213
A1	39039373	39253713	101	39146543.5	10	9	0.16	0.666667	8	1.76799e+08	2.56093
A1	39138129	39378248	101	39258189	6	6	0.222222	0.833333	6	23351.9	1.58079
A1	39253713	39461436	101	39357575	6	6	0.222222	0.833333	6	2177.32	1.57558
A1	39378248	39491746	101	39434997.5	16	15	0.0859375	0.777778	6	1.76799e+08	1.41548
A1	39461436	39607048	101	39534242.5	4	4	0.375	0.75	4	10107.7	2.49231
A1	39491746	39727309	101	39609528	4	4	0.375	0.75	4	15363.4	2.49698
A1	39607048	39831007	101	39719028	22	18	0.0909091	0.71875	3	7645.89	0.149334
A1	39727309	39966231	101	39846770.5	18	17	0.0740741	0.8	0	0	0
A1	39831007	40055195	101	39943101.5	24	22	0.0625	0.7	0	0	0
A1	39966231	40171239	101	40068735.5	6	5	0.333333	0.5	5	15363.4	3.13428
A1	40055195	40225726	101	40140461	6	6	0.222222	0.833333	6	17664.4	1.59378
A1	40171239	40355982	101	40263611	28	27	0.0433673	0.866667	0	0	0
A1	40225726	40576210	101	40400968.5	8	8	0.15625	0.875	7	3805.12	0.875834
A1	40355982	40769135	101	40562559	2	2	1	0.5	2	4375.03	3.06236
A1	40769135	41013005	101	40891070.5	8	8	0.15625	0.875	7	1.76799e+08	2.66168
A1	40880106	41188407	101	41034257	8	8	0.15625	0.875	7	1.76799e+08	2.87546
A1	41013005	41288346	101	41150676	4	4	0.375	0.75	6	1.76799e+08	3.20471
A1	41188407	41421380	101	41304894	4	4	0.375	0.75	4	2878.36	2.49187
A1	41288346	41543131	101	41415739	20	18	0.08	0.833333	4	1.08453e+07	0.24202
A1	41421380	41588800	101	41505090.5	24	19	0.114583	0.456522	2	2878.36	3.05246
A1	41543131	41687705	101	41615418.5	16	15	0.0859375	0.777778	6	1.76799e+08	0.801257
A1	41588800	41792942	101	41690871.5	4	4	0.375	0.75	4	2177.32	2.49187
A1	41687705	41857053	101	41772379.5	6	6	0.222222	0.833333	6	2878.36	1.57558
A1	41792942	41927061	101	41860002	14	12	0.132653	0.777778	6	1.76799e+08	0.585269
A1	41857053	42030893	101	41943973.5	8	6	0.3125	0.666667	5	1893.69	3.01437
A1	41927061	42124157	101	42025609.5	16	15	0.0859375	0.777778	0	0	0
A1	42030893	42211154	101	42121024	18	16	0.0925926	0.818182	0	0	0
A1	42124157	42280389	101	42202273.5	16	14	0.109375	0.590909	0	0	0
A1	42211154	42339629	101	42275392	24	23	0.0520833	0.846154	0	0	0
A1	42280389	42418234	101	42349312	4	4	0.375	0.75	4	1893.69	2.49187
A1	42418234	42590063	101	42504149	2	2	1	0.5	6	1.76799e+08	4.48349
A1	42534732	42645004	101	42589868.5	6	6	0.222222	0.833333	6	1.76799e+08	5.70964
A1	42590063	42699807	101	42644935.5	8	8	0.15625	0.875	7	82002.9	1.65947
A1	42645004	42790752	101	42717878.5	2	2	1	0.5	2	1893.69	3.06236
A1	42790752	43011370	101	42901061.5	10	10	0.12	0.9	0	0	0
A1	42892989	43120924	101	43006957	18	17	0.0740741	0.8	0	0	0
A1	43011370	43219950	101	43115660.5	8	7	0.21875	0.6	6	2878.36	2.06516
A1	43120924	43388232	101	43254578.5	2	2	1	0.5	5	1.76799e+08	4.7862
A1	43388232	43753261	101	43570747	2	2	1	0.5	3	1.76799e+08	6.77061
A1	43564750	43895241	101	43729996	4	4	0.375	0.75	3	1.76799e+08	6.77271
A1	43753261	43957981	101	43855621.5	2	2	1	0.5	3	1.76799e+08	6.77361
A1	43895241	44067008	101	43981125	2	2	1	0.5	2	1893.69	3.06236
A1	43957981	44139638	101	44048810	16	15	0.0859375	0.777778	2	1.76799e+08	2.17524
A1	44067008	44240091	101	44153550	2	2	1	0.5	2	8791.03	3.06238
A1	44139638	44337975	101	44238807	2	2	1	0.5	2	7645.89	3.06237
A1	44240091	44445718	101	44342905	16	16	0.0703125	0.9375	0	0	0
A1	44337975	44529970	101	44433973	20	20	0.055	0.95	0	0	0
A1	44445718	44591547	101	44518633	6	6	0.222222	0.833333	6	2177.32	1.57558
A1	44529970	44724524	101	44627247.5	6	6	0.222222	0.833333	6	2503.42	1.57558
A1	44591547	44850171	101	44720859.5	16	16	0.0703125	0.9375	0	0	0
A1	44724524	45024130	101	44874327.5	22	20	0.0702479	0.678571	0	0	0
A1	44850171	45181591	101	45015881.5	26	26	0.0414201	0.961538	0	0	0
A1	45024130	45282699	101	45153415	4	4	0.375	0.75	4	3805.12	2.49187
A1	45181591	45386524	101	45284058	2	2	1	0.5	2	2177.32	3.06236
A1	45282699	45456839	101	45369769.5	10	10	0.12	0.9	0	0	0
A1	45386524	45573986	101	45480255.5	10	10	0.12	0.9	0	0	0
A1	45456839	45679585	101	45568212.5	8	8	0.15625	0.875	7	2503.42	0.875834
A1	45573986	45757735	101	45665861	6	6	0.222222	0.833333	6	26849.4	1.60047
A1	45679585	45843859	101	45761722.5	6	6	0.222222	0.833333	6	2503.42	1.57558
A1	45757735	45940523	101	45849129.5	12	12	0.0972222	0.916667	6	1.76799e+08	0.246917
A1	45843859	46021526	101	45932693	12	11	0.125	0.714286	0	0	0
A1	45940523	46103357	101	46021940.5	6	5	0.333333	0.5	5	2503.42	3.12678
A1	46021526	46219692	101	46120609.5	20	19	0.065	0.818182	0	0	0
A1	46103357	46300673	101	46202015.5	10	10	0.12	0.9	5	1.76799e+08	0.314029
A1	46219692	46379546	101	46299619.5	4	4	0.375	0.75	4	3805.12	2.49187
A1	46300673	46480119	101	46390396.5	4	4	0.375	0.75	4	2177.32	2.49187
A1	46379546	46572249	101	46475898	8	8	0.15625	0.875	7	40810.3	1.00358
A1	46480119	46617770	101	46548945	8	8	0.15625	0.875	7	6649.92	0.875839
A1	46572249	46710574	101	46641412	18	15	0.0987654	0.833333	0	0	0
A1	46617770	46854551	101	46736161	18	17	0.0740741	0.8	0	0	0
A1	46710574	46934945	101	46822760	20	19	0.065	0.818182	0	0	0
A1	46854551	47021841	101	46938196.5	12	12	0.0972222	0.916667	0	0	0
A1	46934945	47138330	101	47036638	6	6	0.222222	0.833333	6	2503.42	1.57558
A1	47021841	47229169	101	47125505.5	12	12	0.0972222	0.916667	0	0	0
A1	47138330	47342648	101	47240489.5	18	17	0.0740741	0.8	0	0	0
A1	47229169	47464910	101	47347040	16	15	0.0859375	0.777778	0	0	0
A1	47342648	47590235	101	47466442	6	5	0.333333	0.5	5	3309.46	3.12678
A1	47464910	47756513	101	47610712	6	5	0.333333	0.5	5	62030.5	3.29488
A1	47756513	48020758	101	47888636	10	10	0.12	0.9	0	0	0
A1	47859763	48118565	101	47989164.5	32	30	0.0429688	0.888889	0	0	0
A1	48020758	48153986	101	48087372.5	30	28	0.0466667	0.882353	0	0	0
A1	48118565	48251336	101	48184951	28	24	0.0561224	0.888889	0	0	0
A1	48153986	48375296	101	48264641.5	12	12	0.0972222	0.916667	0	0	0
A1	48251336	48484423	101	48367880	18	18	0.0617284	0.944444	0	0	0
A1	48375296	48613788	101	48494542.5	8	8	0.15625	0.875	7	6649.92	0.875834
A1	48484423	48715669	101	48600046.5	8	8	0.15625	0.875	7	6649.92	0.875834
A1	48613788	48838101	101	48725945	14	14	0.0816327	0.928571	0	0	0
A1	48715669	48904903	101	48810286.5	14	14	0.0816327	0.928571	0	0	0
A1	48838101	48976571	101	48907336.5	30	28	0.0466667	0.882353	0	0	0
A1	48904903	49056260	101	48980582	30	29	0.04	0.875	0	0	0
A1	48976571	49147875	101	49062223.5	28	26	0.0510204	0.875	0	0	0
A1	49056260	49265546	101	49160903.5	16	16	0.0703125	0.9375	0	0	0
A1	49147875	49329705	101	49238790.5	14	14	0.0816327	0.928571	0	0	0
A1	49265546	49384165	101	49324856	20	19	0.065	0.818182	0	0	0
A1	49329705	49440499	101	49385102.5	14	13	0.102041	0.75	0	0	0
A1	49384165	49633287	101	49508726.5	16	15	0.0859375	0.777778	0	0	0
A1	49440499	49699094	101	49569797	18	17	0.0740741	0.8	0	0	0
A1	49633287	49803871	101	49718579.5	4	4	0.375	0.75	4	26849.4	2.54787
A1	49699094	49881950	101	49790522.5	2	2	1	0.5	2	40810.3	3.25504
A1	49803871	49988493	101	49896182.5	2	2	1	0.5	2	1.76799e+08	9.70721
A1	49881950	50081613	101	49981782	2	2	1	0.5	2	46922.6	3.36569
A1	49988493	50170681	101	50079587.5	4	4	0.375	0.75	4	2503.42	2.49187
A1	50081613	50269973	101	50175793.5	10	10	0.12	0.9	0	0	0
A1	50170681	50351763	101	50261222.5	4	4	0.375	0.75	4	2503.42	2.49187
A1	50269973	50497832	101	50383903	12	12	0.0972222	0.916667	0	0	0
A1	50351763	50586541	101	50469152.5	30	28	0.0466667	0.882353	0	0	0
A1	50497832	50692801	101	50595317	30	29	0.04	0.875	0	0	0
A1	50586541	50813668	101	50700105	30	24	0.0822222	0.68	3	2503.42	2.20901
A1	50692801	50899728	101	50796265	18	17	0.0740741	0.8	0	0	0
A1	50813668	51013354	101	50913511.5	14	14	0.0816327	0.928571	0	0	0
A1	50899728	51150439	101	51025084	26	24	0.056213	0.866667	0	0	0
A1	51013354	51253808	101	51133581.5	20	19	0.065	0.818182	0	0	0
A1	51150439	51367669	101	51259054.5	14	13	0.102041	0.75	0	0	0
A1	51253808	51620218	101	51437013.5	8	8	0.15625	0.875	7	17664.4	0.875964
A1	51367669	51775656	101	51571663	6	6	0.222222	0.833333	6	1.76799e+08	2.9606
A1	51620218	51939421	101	51779820	2	2	1	0.5	4	1.76799e+08	5.16814
A1	51775656	52037174	101	51906415.5	4	4	0.375	0.75	4	1.76799e+08	5.16878
A1	51939421	52150541	101	52044981.5	6	6	0.222222	0.833333	4	1.76799e+08	5.68221
A1	52037174	52256059	101	52146617	4	4	0.375	0.75	4	1.76799e+08	5.68241
A1	52256059	52430993	101	52343526.5	4	4	0.375	0.75	4	2503.42	2.49187
A1	52335931	52513558	101	52424745	8	8	0.15625	0.875	7	8791.03	0.875876
A1	52430993	52636054	101	52533524	18	18	0.0617284	0.944444	0	0	0
A1	52513558	52676882	101	52595220.5	32	31	0.0371094	0.882353	0	0	0
A1	52636054	52737325	101	52686690	32	32	0.0332031	0.96875	0	0	0
A1	52676882	52850449	101	52763666	20	20	0.055	0.95	0	0	0
A1	52737325	52929472	101	52833399	14	14	0.0816327	0.928571	0	0	0
A1	52850449	53011248	101	52930849	20	19	0.065	0.818182	0	0	0
A1	52929472	53100482	101	53014977.5	22	19	0.0743802	0.857143	0	0	0
A1	53011248	53157822	101	53084535.5	24	23	0.0520833	0.846154	0	0	0
A1	53100482	53248288	101	53174385.5	16	16	0.0703125	0.9375	0	0	0
A1	53157822	53357920	101	53257871.5	10	10	0.12	0.9	0	0	0
A1	53248288	53469122	101	53358705.5	4	4	0.375	0.75	4	2503.42	2.49187
A1	53635766	53850206	101	53742986.5	12	12	0.0972222	0.916667	4	1.76799e+08	0.0637982
A1	53850206	54101124	101	53975665.5	2	2	1	0.5	2	2878.36	3.06236
A1	53928200	54226226	101	54077213.5	6	6	0.222222	0.833333	6	15363.4	1.57635
A1	54101124	54359010	101	54230067.5	18	18	0.0617284	0.944444	0	0	0
