chr	start	end	nSNPs	pos	lp_nhaps	lp_uhaps	lp_h12	lp_h2h1	lp_m	lp_A	lp_L
A1	31641282	32005738	101	31823510.5	8	7	0.21875	0.6	7	13241.1	0.720496
A1	31880948	32103928	101	31992438.5	14	12	0.132653	0.777778	0	0	0
A1	32005738	32409967	101	32207853	4	3	0.625	0.333333	3	2852.3	2.91321
A1	32103928	32548205	101	32326067	10	8	0.22	0.4375	7	1.00249e+08	1.5091
A1	32409967	32683289	101	32546628.5	8	7	0.21875	0.6	7	1.00249e+08	1.19724
A1	32548205	32765163	101	32656684.5	2	2	1	0.5	2	2852.3	2.07539
A1	32683289	32876190	101	32779740	12	8	0.236111	0.590909	8	3279.49	0.621011
A1	32765163	33039417	101	32902290.5	16	16	0.0703125	0.9375	0	0	0
A1	32876190	33203001	101	33039596	14	12	0.132653	0.777778	0	0	0
A1	33039417	33296870	101	33168144	16	12	0.179688	0.305556	0	0	0
A1	33203001	33422520	101	33312761	12	10	0.166667	0.5	0	0	0
A1	33422520	33988185	101	33705353	2	2	1	0.5	2	4335.41	2.07539
A1	33671448	34053054	101	33862251.5	18	15	0.0987654	0.833333	0	0	0
A1	33988185	34239985	101	34114085.5	10	10	0.12	0.9	0	0	0
A1	34053054	34376587	101	34214821	10	9	0.16	0.666667	9	2852.3	0.340022
A1	34239985	34523642	101	34381814	18	17	0.0740741	0.8	0	0	0
A1	34376587	34623249	101	34499918.5	22	16	0.115702	0.763158	0	0	0
A1	34523642	34705922	101	34614782.5	8	7	0.21875	0.6	7	3279.49	0.720484
A1	34623249	34826341	101	34724795.5	8	8	0.15625	0.875	8	1.00249e+08	0.840058
A1	34705922	34980805	101	34843364	2	2	1	0.5	2	5731.31	2.07539
A1	34826341	35073500	101	34949921	2	2	1	0.5	2	30591.1	2.09938
A1	34980805	35340529	101	35160667.5	18	17	0.0740741	0.8	0	0	0
A1	35073500	35573117	101	35323309	18	17	0.0740741	0.8	0	0	0
A1	35340529	35681276	101	35510903	14	14	0.0816327	0.928571	0	0	0
A1	35573117	35804105	101	35688611.5	14	14	0.0816327	0.928571	0	0	0
A1	35681276	35894581	101	35787929	18	12	0.228395	0.431818	0	0	0
A1	35804105	35964891	101	35884498.5	22	13	0.202479	0.568966	0	0	0
A1	35894581	36107079	101	36000830.5	8	7	0.21875	0.6	7	3770.67	0.720484
A1	35964891	36247923	101	36106407.5	4	4	0.375	0.75	4	2852.3	1.46939
A1	36107079	36340825	101	36223952.5	8	8	0.15625	0.875	8	1.00249e+08	0.776954
A1	36247923	36532162	101	36390043	6	6	0.222222	0.833333	8	1.00249e+08	0.793841
A1	36340825	36691232	101	36516029	8	8	0.15625	0.875	8	1.00249e+08	1.04245
A1	36532162	36814436	101	36673299.5	10	8	0.22	0.4375	8	1.00249e+08	1.21405
A1	36691232	36906694	101	36798963.5	4	2	1	0.1	2	3279.49	4.73006
A1	36814436	37047825	101	36931131	6	4	0.5	0.25	6	1.00249e+08	3.36822
A1	36906694	37276618	101	37091656.5	6	6	0.222222	0.833333	6	2480.75	0.748902
A1	37047825	37316401	101	37182113.5	14	13	0.102041	0.75	0	0	0
A1	37276618	37434940	101	37355779.5	8	6	0.3125	0.357143	6	23140.5	1.45118
A1	37316401	37577384	101	37446893	4	4	0.375	0.75	4	2480.75	1.46939
A1	37434940	37903215	101	37669078	6	6	0.222222	0.833333	6	3770.67	0.748902
A1	37577384	38050292	101	37813838.5	10	10	0.12	0.9	0	0	0
A1	37903215	38129821	101	38016518.5	14	12	0.132653	0.777778	0	0	0
A1	38050292	38224340	101	38137316.5	18	16	0.0925926	0.818182	0	0	0
A1	38129821	38350167	101	38239994.5	8	8	0.15625	0.875	8	2852.3	0.265837
A1	38224340	38482498	101	38353419.5	12	10	0.166667	0.75	0	0	0
A1	38350167	38501753	101	38425960.5	8	6	0.3125	0.666667	6	1876.55	1.27189
A1	38482498	38517791	101	38500145	8	6	0.3125	0.666667	6	26606.3	1.91633
A1	38501753	38535529	101	38518641.5	8	6	0.3125	0.666667	6	23140.5	1.88039
A1	38517791	38579200	101	38548496	2	2	1	0.5	2	812.247	2.07539
A1	38535529	38717520	101	38626525	12	12	0.0972222	0.916667	0	0	0
A1	38579200	38829355	101	38704278	12	12	0.0972222	0.916667	0	0	0
A1	38717520	38924135	101	38820828	10	8	0.22	0.714286	8	3279.49	0.451235
A1	38829355	39065142	101	38947249	8	8	0.15625	0.875	8	1.00249e+08	0.901694
A1	38924135	39194525	101	39059330.5	2	2	1	0.5	2	2852.3	2.07539
A1	39065142	39358170	101	39211656.5	10	10	0.12	0.9	0	0	0
A1	39194525	39491272	101	39342899	10	7	0.3	0.272727	7	3770.67	1.17825
A1	39358170	39613205	101	39485688	10	7	0.3	0.272727	7	2852.3	1.17825
A1	39491272	39701664	101	39596468.5	16	14	0.109375	0.8	0	0	0
A1	39613205	39783076	101	39698141	20	17	0.085	0.846154	0	0	0
A1	39701664	39863145	101	39782405	20	17	0.1	0.678571	0	0	0
A1	39783076	39936673	101	39859875	8	7	0.21875	0.6	7	2157.6	0.720484
A1	40038749	40278095	101	40158422.5	4	4	0.375	0.75	4	3279.49	1.46939
A1	40172176	40414029	101	40293103	10	9	0.16	0.666667	9	3770.67	0.340022
A1	40278095	40590812	101	40434454	12	11	0.125	0.714286	0	0	0
A1	40414029	40668786	101	40541408	10	8	0.22	0.4375	8	2852.3	0.514805
A1	40590812	40797183	101	40693998	12	10	0.166667	0.5	0	0	0
A1	40668786	40912934	101	40790860.5	22	18	0.0909091	0.71875	0	0	0
A1	40797183	40963291	101	40880237.5	18	15	0.0987654	0.833333	0	0	0
A1	40912934	41033689	101	40973312	18	14	0.148148	0.342105	0	0	0
A1	40963291	41159758	101	41061525	14	10	0.22449	0.428571	0	0	0
A1	41033689	41220269	101	41126979.5	12	9	0.222222	0.333333	9	1876.55	0.556885
A1	41159758	41296207	101	41227983	20	11	0.325	0.337838	0	0	0
A1	41220269	41465186	101	41342728	20	17	0.1	0.678571	0	0	0
A1	41296207	41572201	101	41434204.5	20	20	0.055	0.95	0	0	0
A1	41465186	41687004	101	41576095.5	16	14	0.109375	0.8	0	0	0
A1	41572201	41799635	101	41685918.5	6	6	0.222222	0.833333	6	6589.7	0.748902
A1	41687004	41863475	101	41775240	6	6	0.222222	0.833333	6	7576.65	0.748904
A1	41799635	41980429	101	41890032.5	16	15	0.0859375	0.777778	0	0	0
A1	41863475	42129798	101	41996637	18	17	0.0740741	0.8	0	0	0
A1	41980429	42250402	101	42115416	6	6	0.222222	0.833333	6	2852.3	0.748902
A1	42129798	42381757	101	42255778	2	2	1	0.5	2	2852.3	2.07539
A1	42250402	42488460	101	42369431.5	8	8	0.15625	0.875	8	1.00249e+08	0.716498
A1	42381757	42631174	101	42506466	8	8	0.15625	0.875	8	1.00249e+08	0.796803
A1	42488460	42783821	101	42636141	8	8	0.15625	0.875	9	1.00249e+08	0.801795
A1	42631174	42876616	101	42753895.5	10	9	0.16	0.666667	9	2480.75	0.340022
A1	42783821	42899027	101	42841424.5	20	13	0.23	0.234375	9	1.00249e+08	0.0680365
A1	42876616	42917634	101	42897125.5	22	7	0.607438	0.0384615	1	1073.77	10.2824
A1	42899027	42978438	101	42938733	22	10	0.289256	0.55	7	107424	0.288327
A1	42917634	43074069	101	42995852	6	5	0.333333	0.5	5	1632.1	1.64183
A1	42978438	43169723	101	43074081	6	6	0.222222	0.833333	6	23140.5	0.768817
A1	43074069	43296162	101	43185116	6	6	0.222222	0.833333	6	46497.7	0.858306
A1	43169723	43344112	101	43256918	10	7	0.3	0.5	7	23140.5	1.0742
A1	43296162	43523385	101	43409774	16	11	0.226562	0.342105	0	0	0
A1	43344112	43676045	101	43510079	6	5	0.333333	0.5	5	2852.3	1.64183
A1	43523385	43848382	101	43685884	6	5	0.333333	0.5	6	1.00249e+08	2.91575
A1	43676045	44009311	101	43842678.5	6	6	0.222222	0.833333	6	1.00249e+08	2.57989
A1	43848382	44153115	101	44000749	6	6	0.222222	0.833333	6	1.00249e+08	2.01872
A1	44009311	44338422	101	44173867	2	2	1	0.5	2	4335.41	2.07539
A1	44153115	44505772	101	44329444	4	4	0.375	0.75	4	4335.41	1.46939
A1	44338422	44639571	101	44488997	8	8	0.15625	0.875	8	4335.41	0.265837
A1	44505772	44784767	101	44645270	12	12	0.0972222	0.916667	0	0	0
A1	44639571	44839114	101	44739343	18	17	0.0740741	0.8	0	0	0
A1	44784767	44858434	101	44821601	22	11	0.322314	0.304348	0	0	0
A1	44839114	44897771	101	44868443	18	13	0.185185	0.555556	0	0	0
A1	44858434	44991197	101	44924816	10	6	0.4	0.333333	6	1632.1	1.96769
A1	44897771	45114739	101	45006255.5	8	6	0.3125	0.666667	6	4335.41	1.27189
A1	44991197	45203387	101	45097292.5	14	14	0.0816327	0.928571	0	0	0
A1	45114739	45325928	101	45220334	6	6	0.222222	0.833333	6	6589.7	0.748902
A1	45203387	45438612	101	45321000	6	6	0.222222	0.833333	6	2157.6	0.748902
A1	45325928	45479963	101	45402946	14	11	0.173469	0.590909	0	0	0
A1	45438612	45530594	101	45484603.5	14	11	0.142857	0.8	0	0	0
A1	45479963	45648042	101	45564003	20	18	0.08	0.653846	0	0	0
A1	45530594	45779361	101	45654978	14	14	0.0816327	0.928571	0	0	0
A1	45648042	45890152	101	45769097.5	14	12	0.132653	0.777778	0	0	0
A1	45779361	46051304	101	45915333	18	14	0.123457	0.678571	0	0	0
A1	45890152	46185038	101	46037595.5	20	19	0.065	0.818182	0	0	0
A1	46051304	46318238	101	46184771.5	8	8	0.15625	0.875	8	3770.67	0.265837
A1	46185038	46455913	101	46320476	4	4	0.375	0.75	4	4335.41	1.46939
A1	46318238	46562428	101	46440333.5	6	5	0.333333	0.5	5	3279.49	1.64183
A1	46455913	46665093	101	46560503.5	20	16	0.125	0.71875	0	0	0
A1	46562428	46795803	101	46679116	12	9	0.222222	0.55	9	3279.49	0.501404
A1	46665093	46940744	101	46802919	6	6	0.222222	0.833333	9	1.00249e+08	1.06912
A1	46795803	47052727	101	46924265.5	10	9	0.16	0.666667	9	6589.7	0.340022
A1	46940744	47204586	101	47072665.5	20	18	0.08	0.653846	0	0	0
A1	47052727	47453224	101	47252976	2	2	1	0.5	2	4335.41	2.07539
A1	47453224	47714539	101	47583882	2	2	1	0.5	2	3279.49	2.07539
A1	47580723	47830429	101	47705576.5	16	13	0.117188	0.818182	0	0	0
A1	47714539	47951838	101	47833189	20	16	0.125	0.529412	0	0	0
A1	47830429	48111105	101	47970767.5	20	18	0.08	0.833333	0	0	0
A1	47951838	48248393	101	48100116	20	17	0.085	0.846154	0	0	0
A1	48111105	48437434	101	48274270	18	15	0.117284	0.653846	0	0	0
A1	48248393	48548887	101	48398640.5	18	18	0.0617284	0.944444	0	0	0
A1	48437434	48626222	101	48531828.5	18	17	0.0740741	0.8	0	0	0
A1	48548887	48690916	101	48619902	16	14	0.109375	0.8	0	0	0
A1	48626222	48759608	101	48692915.5	16	16	0.0703125	0.9375	0	0	0
A1	48690916	48884308	101	48787612.5	20	19	0.065	0.818182	0	0	0
A1	48759608	48977563	101	48868586	18	16	0.0925926	0.818182	0	0	0
A1	48884308	49107473	101	48995891	20	19	0.065	0.818182	0	0	0
A1	48977563	49269222	101	49123393	22	21	0.0578512	0.833333	0	0	0
A1	49107473	49372202	101	49239838	10	8	0.22	0.4375	8	3279.49	0.514805
A1	49269222	49505990	101	49387606.5	10	9	0.16	0.666667	9	1.00249e+08	1.00364
A1	49372202	49739260	101	49555731.5	4	4	0.375	0.75	4	4335.41	1.46939
A1	49739260	50058541	101	49898901	4	4	0.375	0.75	4	61468.8	1.4709
A1	50200698	50622796	101	50411747.5	10	10	0.12	0.9	0	0	0
A1	50363643	50876409	101	50620026.5	16	15	0.0859375	0.777778	0	0	0
A1	50622796	51006419	101	50814608	6	6	0.222222	0.833333	6	4984.73	0.748902
A1	50876409	51115608	101	50996009	8	8	0.15625	0.875	8	4984.73	0.265837
A1	51006419	51362612	101	51184516	14	14	0.0816327	0.928571	0	0	0
A1	51115608	51723347	101	51419478	6	6	0.222222	0.833333	6	5731.31	0.748902
A1	51362612	51865986	101	51614299.5	10	10	0.12	0.9	0	0	0
A1	51723347	51924723	101	51824035.5	8	8	0.15625	0.875	8	10016.2	0.265855
A1	51865986	51955855	101	51910921	4	4	0.375	0.75	4	933.899	1.46939
A1	51924723	51973326	101	51949025	14	10	0.183673	0.625	0	0	0
A1	51955855	52060998	101	52008427	20	14	0.19	0.307692	0	0	0
A1	51973326	52205973	101	52089650	4	4	0.375	0.75	4	2157.6	1.46939
A1	52060998	52363675	101	52212337	2	2	1	0.5	2	2852.3	2.07539
A1	52205973	52424365	101	52315169.5	10	9	0.16	0.666667	9	1.00249e+08	0.732215
A1	52363675	52491053	101	52427364.5	8	8	0.15625	0.875	8	11516.3	0.266731
A1	52424365	52546845	101	52485605.5	8	8	0.15625	0.875	8	1234.59	0.265837
A1	52491053	52570875	101	52530964.5	22	12	0.181818	0.714286	0	0	0
A1	52546845	52693814	101	52620330	18	16	0.0925926	0.818182	0	0	0
A1	52570875	52981233	101	52776054.5	6	6	0.222222	0.833333	6	13241.1	0.74899
A1	52693814	53065631	101	52879723	2	2	1	0.5	2	2852.3	2.07539
A1	52981233	53162808	101	53072021	10	9	0.16	0.666667	9	1.00249e+08	0.948538
A1	53065631	53371316	101	53218474	10	8	0.22	0.4375	9	1.00249e+08	0.94851
A1	53371316	53681448	101	53526382.5	2	2	1	0.5	2	3770.67	2.07539
A1	53551215	53802898	101	53677057	8	7	0.21875	0.6	7	1.00249e+08	1.54925
A1	53681448	54018064	101	53849756.5	6	6	0.222222	0.833333	7	1.00249e+08	1.69392
A1	53802898	54231890	101	54017394.5	6	6	0.222222	0.833333	6	1.00249e+08	2.24422
A1	54018064	54347377	101	54182721	6	6	0.222222	0.833333	6	1.00249e+08	2.01832
A1	54231890	54611287	101	54421589	2	2	1	0.5	2	4984.73	2.07539
A1	54347377	54896585	101	54621981.5	4	4	0.375	0.75	4	10016.2	1.46939
A1	54611287	55072305	101	54841796.5	8	8	0.15625	0.875	7	1.00249e+08	1.19803
A1	54896585	55239617	101	55068101.5	10	7	0.3	0.5	7	1.00249e+08	1.22783
A1	55072305	55386603	101	55229454.5	6	6	0.222222	0.833333	7	1.00249e+08	1.89091
A1	55239617	55430193	101	55334905.5	2	2	1	0.5	2	2852.3	2.07539
A1	55386603	55553047	101	55469825.5	4	4	0.375	0.75	4	2157.6	1.46939
A1	55430193	55657966	101	55544080	10	8	0.22	0.714286	8	26606.3	0.467011
A1	55553047	55728367	101	55640707.5	10	8	0.22	0.4375	8	1876.55	0.514805
A1	55657966	55759715	101	55708841	18	11	0.17284	0.763158	9	1.00249e+08	0.061375
A1	55728367	55855787	101	55792077.5	14	9	0.285714	0.5	9	3279.49	0.662785
A1	55759715	55969527	101	55864621.5	10	9	0.16	0.666667	9	26606.3	0.36544
A1	56095928	56392663	101	56244296	4	4	0.375	0.75	4	4335.41	1.46939
A1	56266333	56539433	101	56402883.5	8	7	0.21875	0.6	7	1.00249e+08	1.63796
A1	56392663	56781859	101	56587261.5	2	1	1	0	1	4984.73	4.40092
A1	56539433	56979090	101	56759262	6	6	0.222222	0.833333	6	13241.1	0.748903
A1	56781859	57177747	101	56979803.5	20	18	0.08	0.833333	0	0	0
A1	56979090	57386785	101	57182938	18	16	0.0925926	0.818182	0	0	0
A1	57177747	57514603	101	57346175.5	16	13	0.140625	0.625	0	0	0
A1	57386785	57611966	101	57499376	18	13	0.185185	0.555556	0	0	0
A1	57514603	57716776	101	57615690	10	7	0.3	0.272727	7	2852.3	1.17825
A1	57611966	57805533	101	57708750	12	9	0.222222	0.333333	9	2157.6	0.556885
A1	57716776	57860352	101	57788564.5	18	15	0.117284	0.653846	0	0	0
A1	57805533	57888508	101	57847021	18	10	0.333333	0.4	0	0	0
A1	57860352	57911731	101	57886042	20	12	0.235	0.257576	0	0	0
A1	57888508	57931434	101	57909971.5	20	11	0.28	0.3	0	0	0
A1	57911731	57952662	101	57932197	22	8	0.429752	0.428571	7	534.383	1.96583
A1	57931434	57971264	101	57951349.5	22	10	0.421488	0.407407	2	464.773	0.385289
A1	57952662	58043935	101	57998299	14	6	0.530612	0.357143	6	1234.59	3.01368
A1	57971264	58216120	101	58093692.5	2	2	1	0.5	2	2480.75	2.07539
A1	58043935	58329884	101	58186910	4	4	0.375	0.75	4	13241.1	1.46982
A1	58216120	58436291	101	58326206	18	14	0.123457	0.678571	0	0	0
A1	58329884	58557512	101	58443698.5	22	15	0.194215	0.537037	0	0	0
A1	58436291	58669210	101	58552751	22	15	0.194215	0.37931	0	0	0
A1	58557512	58728698	101	58643105.5	8	7	0.21875	0.6	7	2480.75	0.720484
A1	58669210	58850512	101	58759861.5	2	2	1	0.5	2	2480.75	2.07539
A1	58728698	58973990	101	58851344.5	12	8	0.291667	0.21875	8	3770.67	0.763774
A1	58850512	59064278	101	58957395.5	20	13	0.23	0.357143	9	1.00249e+08	0.000356836
A1	58973990	59146736	101	59060363.5	12	9	0.222222	0.333333	9	2157.6	0.556885
A1	59064278	59217885	101	59141082	14	12	0.132653	0.55	0	0	0
A1	59146736	59274336	101	59210536.5	20	15	0.155	0.578947	0	0	0
A1	59217885	59396523	101	59307204.5	20	14	0.14	0.763158	0	0	0
A1	59274336	59555407	101	59414872	10	9	0.16	0.666667	9	2852.3	0.340022
A1	59396523	59661902	101	59529213	10	9	0.16	0.666667	9	2852.3	0.340022
A1	59555407	59724872	101	59640140	22	13	0.202479	0.568966	9	1.00249e+08	0.171146
A1	59661902	59744841	101	59703372	22	9	0.42562	0.301724	9	1632.1	1.35019
A1	59724872	59806433	101	59765653	8	6	0.3125	0.357143	6	1876.55	1.4447
A1	59744841	59981414	101	59863128	4	4	0.375	0.75	7	1.00249e+08	2.32599
A1	59806433	60297460	101	60051947	4	4	0.375	0.75	5	1.00249e+08	3.78579
A1	59981414	60462130	101	60221772.5	6	5	0.333333	0.5	5	46497.7	1.65371
A1	60297460	60778842	101	60538151.5	12	11	0.125	0.714286	0	0	0
A1	60462130	60988075	101	60725103	10	10	0.12	0.9	0	0	0
A1	60778842	61040655	101	60909749	4	4	0.375	0.75	4	4984.73	1.46939
A1	60988075	61273815	101	61130945.5	4	4	0.375	0.75	6	1.00249e+08	2.16129
A1	61040655	61521635	101	61281145.5	6	6	0.222222	0.833333	6	1.00249e+08	2.1612
A1	61273815	61771558	101	61522687	4	4	0.375	0.75	6	1.00249e+08	1.97664
A1	61521635	61902752	101	61712194	2	2	1	0.5	2	4984.73	2.07539
A1	61771558	62064363	101	61917961	6	6	0.222222	0.833333	7	1.00249e+08	1.50422
A1	61902752	62164194	101	62033473.5	14	8	0.295918	0.529412	9	1.00249e+08	1.26966
A1	62064363	62360195	101	62212279.5	10	9	0.16	0.666667	9	1.00249e+08	1.27149
A1	62164194	62519603	101	62341899	8	8	0.15625	0.875	9	1.00249e+08	1.01803
A1	62360195	62722551	101	62541373.5	10	8	0.22	0.4375	8	1.00249e+08	1.35429
A1	62519603	62805675	101	62662639.5	10	7	0.3	0.5	7	1.00249e+08	2.56063
A1	62722551	62911228	101	62816890	10	5	0.42	0.384615	5	70675.2	3.17103
A1	62805675	63097485	101	62951580.5	2	2	1	0.5	6	1.00249e+08	3.35514
A1	62911228	63243124	101	63077176.5	6	6	0.222222	0.833333	6	1.00249e+08	2.01877
A1	63097485	63423813	101	63260649.5	6	6	0.222222	0.833333	6	4335.41	0.748902
A1	63243124	63594919	101	63419022	14	14	0.0816327	0.928571	0	0	0
A1	63423813	63832488	101	63628151	6	6	0.222222	0.833333	6	23140.5	0.74953
A1	63594919	63926700	101	63760810	6	6	0.222222	0.833333	7	1.00249e+08	0.994467
A1	63832488	64117312	101	63974900.5	10	8	0.22	0.714286	8	2852.3	0.451235
A1	63926700	64231626	101	64079163.5	16	16	0.0703125	0.9375	0	0	0
A1	64117312	64404565	101	64260939	14	14	0.0816327	0.928571	0	0	0
A1	64231626	64548510	101	64390068.5	12	12	0.0972222	0.916667	0	0	0
A1	64404565	64642524	101	64523545	12	12	0.0972222	0.916667	0	0	0
A1	64548510	64726693	101	64637602	16	14	0.109375	0.8	0	0	0
A1	64642524	64854686	101	64748605.5	22	17	0.11157	0.578947	0	0	0
A1	64726693	65012233	101	64869463.5	12	11	0.125	0.714286	0	0	0
A1	64854686	65145106	101	64999896.5	10	9	0.16	0.666667	9	3770.67	0.340022
A1	65012233	65238198	101	65125216	8	8	0.15625	0.875	8	3770.67	0.265837
A1	65145106	65376375	101	65260741	12	11	0.125	0.714286	0	0	0
A1	65238198	65460451	101	65349325	14	13	0.102041	0.75	0	0	0
A1	65376375	65633374	101	65504875	6	6	0.222222	0.833333	6	2852.3	0.748902
A1	65460451	65753709	101	65607080.5	10	10	0.12	0.9	0	0	0
A1	65633374	65860516	101	65746945.5	6	6	0.222222	0.833333	6	3770.67	0.748902
A1	65753709	66055835	101	65904772.5	2	2	1	0.5	6	1.00249e+08	2.27162
A1	65860516	66173717	101	66017117	4	3	0.625	0.333333	3	23140.5	2.91741
A1	66055835	66317884	101	66186860	12	9	0.222222	0.55	9	2852.3	0.501404
A1	66173717	66412928	101	66293323	18	15	0.117284	0.653846	0	0	0
A1	66317884	66484262	101	66401073.5	22	18	0.107438	0.555556	0	0	0
A1	66412928	66548675	101	66480802	10	10	0.12	0.9	0	0	0
A1	66548675	66916368	101	66732522	4	4	0.375	0.75	4	6589.7	1.46939
A1	66916368	67070696	101	66993532.5	2	2	1	0.5	2	2480.75	2.07539
A1	66987851	67169770	101	67078811	10	9	0.16	0.666667	9	2480.75	0.340022
A1	67070696	67273991	101	67172344	12	10	0.166667	0.75	0	0	0
A1	67169770	67387604	101	67278687.5	8	8	0.15625	0.875	8	2852.3	0.265837
A1	67273991	67526402	101	67400197	2	2	1	0.5	2	3279.49	2.07539
A1	67387604	67658654	101	67523129.5	2	2	1	0.5	2	13241.1	2.07541
A1	67526402	67808090	101	67667246.5	6	6	0.222222	0.833333	6	3279.49	0.748902
A1	67658654	67937012	101	67797833.5	14	14	0.0816327	0.928571	0	0	0
A1	67808090	68059842	101	67933966.5	14	12	0.132653	0.777778	0	0	0
A1	67937012	68180751	101	68058882	18	15	0.0987654	0.833333	0	0	0
A1	68059842	68283573	101	68171708	10	10	0.12	0.9	0	0	0
A1	68180751	68363024	101	68271888	10	9	0.16	0.666667	9	2852.3	0.340022
A1	68283573	68477811	101	68380692.5	14	11	0.173469	0.384615	0	0	0
A1	68363024	68627370	101	68495197.5	10	9	0.16	0.666667	9	3279.49	0.340022
A1	68477811	68744455	101	68611133.5	8	7	0.21875	0.6	9	1.00249e+08	0.894819
A1	68627370	68853515	101	68740443	4	4	0.375	0.75	7	1.00249e+08	1.66809
A1	68744455	68942241	101	68843348.5	6	6	0.222222	0.833333	6	1.00249e+08	2.50018
A1	68853515	68978617	101	68916066.5	2	2	1	0.5	6	1.00249e+08	2.49988
A1	68942241	69181748	101	69061995	2	2	1	0.5	2	2157.6	2.07539
A1	68978617	69307957	101	69143287.5	10	10	0.12	0.9	0	0	0
A1	69181748	69405646	101	69293697.5	14	14	0.0816327	0.928571	0	0	0
A1	69307957	69490265	101	69399111.5	10	7	0.3	0.5	7	1876.55	1.06286
A1	69405646	69527528	101	69466587.5	12	9	0.180556	0.777778	9	7576.65	0.432347
A1	69490265	69621986	101	69556126	14	10	0.22449	0.428571	0	0	0
A1	69527528	69713853	101	69620691	14	11	0.173469	0.384615	0	0	0
A1	69621986	69803294	101	69712640.5	6	6	0.222222	0.833333	6	2480.75	0.748902
A1	70044435	70136402	101	70090419	6	5	0.333333	0.5	5	1.00249e+08	4.7445
A1	70105851	70174042	101	70139947	6	4	0.5	0.6	4	35172.9	3.09591
A1	70136402	70201424	101	70168913.5	2	1	1	0	1	812.247	4.40092
A1	70174042	70259470	101	70216756.5	2	2	1	0.5	2	1073.77	2.07539
A1	70201424	70312169	101	70256797	8	8	0.15625	0.875	8	4984.73	0.265859
A1	70259470	70376272	101	70317871.5	18	14	0.148148	0.5	0	0	0
A1	70312169	70474041	101	70393105.5	16	14	0.109375	0.590909	0	0	0
A1	70376272	70557430	101	70466851.5	6	5	0.333333	0.5	5	2480.75	1.64183
A1	70474041	70590578	101	70532310	2	2	1	0.5	2	1632.1	2.07539
A1	70557430	70615754	101	70586592.5	8	7	0.21875	0.6	7	812.247	0.720484
A1	70590578	70638305	101	70614442	22	12	0.239669	0.337838	0	0	0
A1	70615754	70665154	101	70640454.5	14	10	0.183673	0.625	0	0	0
A1	70638305	70722653	101	70680479.5	14	11	0.142857	0.8	0	0	0
A1	70665154	70759760	101	70712457.5	10	10	0.12	0.9	0	0	0
A1	70722653	70786756	101	70754705	8	8	0.15625	0.875	8	933.899	0.265837
A1	70759760	70817807	101	70788784	16	13	0.140625	0.625	0	0	0
A1	70786756	70896433	101	70841595	4	3	0.625	0.333333	3	1419.5	2.91321
A1	71413357	71757420	101	71585389	4	4	0.375	0.75	4	3279.49	1.46939
A1	71506390	71892232	101	71699311.5	10	10	0.12	0.9	0	0	0
A1	71757420	72009148	101	71883284.5	8	8	0.15625	0.875	8	10016.2	0.265837
A1	71892232	72164556	101	72028394.5	2	2	1	0.5	2	17504.4	2.07798
A1	72009148	72250507	101	72129828	2	2	1	0.5	4	1.00249e+08	3.61201
A1	72164556	72348219	101	72256388	4	4	0.375	0.75	4	1876.55	1.46939
A1	72250507	72395105	101	72322806.5	6	6	0.222222	0.833333	6	11516.3	0.749931
A1	72348219	72512950	101	72430585	18	15	0.117284	0.653846	0	0	0
A1	72395105	72611545	101	72503325.5	18	15	0.117284	0.653846	0	0	0
A1	72512950	72729821	101	72621386	16	13	0.117188	0.818182	0	0	0
A1	72611545	72810112	101	72710829	4	4	0.375	0.75	4	2480.75	1.46939
A1	72729821	72974751	101	72852286.5	6	6	0.222222	0.833333	6	11516.3	0.748903
A1	72810112	73247088	101	73028600.5	12	11	0.125	0.714286	0	0	0
A1	72974751	73330430	101	73152591	2	2	1	0.5	2	2852.3	2.07539
A1	73247088	73488706	101	73367897.5	4	4	0.375	0.75	4	2157.6	1.46939
A1	73330430	73568566	101	73449498.5	8	8	0.15625	0.875	8	13241.1	0.265982
A1	73488706	73673594	101	73581150.5	12	12	0.0972222	0.916667	0	0	0
A1	73820245	74064066	101	73942156	4	4	0.375	0.75	4	2480.75	1.46939
A1	73956889	74102512	101	74029701	22	15	0.165289	0.357143	0	0	0
A1	74064066	74166705	101	74115386	22	17	0.11157	0.578947	0	0	0
A1	74102512	74234131	101	74168322	20	19	0.065	0.818182	0	0	0
A1	74166705	74412568	101	74289637	8	8	0.15625	0.875	8	15224.3	0.275497
A1	74234131	74435126	101	74334629	6	6	0.222222	0.833333	6	1234.59	0.748902
A1	74412568	74458956	101	74435762.5	10	8	0.22	0.714286	7	1.00249e+08	1.91565
A1	74435126	74552592	101	74493859.5	6	6	0.222222	0.833333	7	1.00249e+08	1.91618
A1	74458956	74601762	101	74530359.5	4	4	0.375	0.75	4	1073.77	1.46939
A1	74552592	74695328	101	74623960.5	4	4	0.375	0.75	4	2157.6	1.46939
